============================================================
           BRUTE-FORCE NEAR-DUPLICATE DETECTION            
============================================================

=== Parameters ===
Shingle size (k): 4
Similarity threshold: 0.7
Total comparisons: 999900
Execution time: 124.520 seconds

=== Detection Results ===
Query Document           Matched Corpus           Similarity
IELTS_006_VAR_028        IELTS_006                0.9817
IELTS_006_VAR_029        IELTS_006                0.9701
IELTS_006_VAR_030        IELTS_006                0.9817
IELTS_006_VAR_031        IELTS_006                0.9614
IELTS_006_VAR_032        IELTS_006                0.9746
IELTS_006_VAR_033        IELTS_006                0.9720
IELTS_006_VAR_034        IELTS_006                0.9718
IELTS_006_VAR_035        IELTS_006                0.9701
IELTS_006_VAR_036        IELTS_006                0.9595
IELTS_006_VAR_037        IELTS_006                0.9433
IELTS_006_VAR_038        IELTS_006                0.9586
IELTS_006_VAR_039        IELTS_006                0.9436
IELTS_006_VAR_040        IELTS_006                0.9630
IELTS_006_VAR_041        IELTS_006                0.9569
IELTS_006_VAR_042        IELTS_006                0.9568
IELTS_006_VAR_043        IELTS_006                0.9630
IELTS_006_VAR_044        IELTS_006                0.9673
IELTS_006_VAR_045        IELTS_006                0.9483
IELTS_006_VAR_046        IELTS_006                0.9578
IELTS_006_VAR_047        IELTS_006                0.9630
IELTS_006_VAR_048        IELTS_006                0.9630
IELTS_006_VAR_049        IELTS_006                0.9538
IELTS_006_VAR_050        IELTS_006                0.9790
IELTS_006_VAR_051        IELTS_006                0.9487
IELTS_006_VAR_052        IELTS_006                0.9682
IELTS_006_VAR_053        IELTS_006                0.9445
IELTS_006_VAR_054        IELTS_006                0.9710
IELTS_006_VAR_055        IELTS_006                0.9462
IELTS_006_VAR_056        IELTS_006                0.9454
IELTS_006_VAR_057        IELTS_006                0.9673
IELTS_006_VAR_058        IELTS_006                0.9614
IELTS_006_VAR_059        IELTS_006                0.9763
IELTS_006_VAR_060        IELTS_006                0.9595
IELTS_006_VAR_061        IELTS_006                0.9479
IELTS_006_VAR_062        IELTS_006                0.9745
IELTS_006_VAR_063        IELTS_006                0.9701
IELTS_006_VAR_064        IELTS_006                0.9470
IELTS_006_VAR_065        IELTS_006                0.9638
IELTS_006_VAR_066        IELTS_006                0.9666
IELTS_006_VAR_067        IELTS_006                0.9675
IELTS_006_VAR_068        IELTS_006                0.9656
IELTS_006_VAR_069        IELTS_006                0.9691
IELTS_006_VAR_070        IELTS_006                0.9552
IELTS_006_VAR_071        IELTS_006                0.9347
IELTS_006_VAR_072        IELTS_006                0.9442
IELTS_006_VAR_073        IELTS_006                0.9347
IELTS_006_VAR_074        IELTS_006                0.9237
IELTS_006_VAR_075        IELTS_006                0.9303
IELTS_006_VAR_076        IELTS_006                0.9350
IELTS_006_VAR_077        IELTS_006                0.9322
IELTS_006_VAR_078        IELTS_006                0.9155
IELTS_006_VAR_079        IELTS_006                0.9309
IELTS_006_VAR_080        IELTS_006                0.9399
IELTS_006_VAR_081        IELTS_006                0.9173
IELTS_006_VAR_082        IELTS_006                0.9362
IELTS_006_VAR_083        IELTS_006                0.9354
IELTS_006_VAR_084        IELTS_006                0.9399
IELTS_006_VAR_085        IELTS_006                0.9169
IELTS_006_VAR_086        IELTS_006                0.9269
IELTS_006_VAR_087        IELTS_006                0.9297
IELTS_006_VAR_088        IELTS_006                0.9288
IELTS_006_VAR_089        IELTS_006                0.9459
IELTS_006_VAR_090        IELTS_006                0.9277
IELTS_006_VAR_091        IELTS_006                0.9287
IELTS_006_VAR_092        IELTS_006                0.9269
IELTS_006_VAR_093        IELTS_006                0.9408
IELTS_006_VAR_094        IELTS_006                0.9371
IELTS_006_VAR_095        IELTS_006                0.9238
IELTS_006_VAR_096        IELTS_006                0.9366
IELTS_006_VAR_097        IELTS_006                0.9188
IELTS_006_VAR_098        IELTS_006                0.9237
IELTS_006_VAR_099        IELTS_006                0.9339
IELTS_006_VAR_100        IELTS_006                0.9332
IELTS_007_VAR_001        IELTS_007                0.9281
IELTS_007_VAR_002        IELTS_007                0.9282
IELTS_007_VAR_003        IELTS_007                0.9415
IELTS_007_VAR_004        IELTS_007                0.9419
IELTS_007_VAR_005        IELTS_007                0.9665
IELTS_007_VAR_006        IELTS_007                0.9267
IELTS_007_VAR_007        IELTS_007                0.9470
IELTS_007_VAR_008        IELTS_007                0.9505
IELTS_007_VAR_009        IELTS_007                0.9683
IELTS_007_VAR_010        IELTS_007                0.9885
IELTS_007_VAR_011        IELTS_007                0.9348
IELTS_007_VAR_012        IELTS_007                0.9419
IELTS_007_VAR_013        IELTS_007                0.9505
IELTS_007_VAR_014        IELTS_007                0.9487
IELTS_007_VAR_015        IELTS_007                0.9488
IELTS_007_VAR_016        IELTS_007                0.9664
IELTS_007_VAR_017        IELTS_007                0.9419
IELTS_007_VAR_018        IELTS_007                0.9810
IELTS_007_VAR_019        IELTS_007                0.9317
IELTS_007_VAR_020        IELTS_007                0.9453
IELTS_007_VAR_021        IELTS_007                0.9665
IELTS_007_VAR_022        IELTS_007                0.9217
IELTS_007_VAR_023        IELTS_007                0.9774
IELTS_007_VAR_024        IELTS_007                0.9453
IELTS_007_VAR_025        IELTS_007                0.9452
IELTS_007_VAR_026        IELTS_007                0.9540
IELTS_007_VAR_027        IELTS_007                0.9522
IELTS_007_VAR_028        IELTS_007                0.9419
IELTS_007_VAR_029        IELTS_007                0.9249
IELTS_007_VAR_030        IELTS_007                0.9592
IELTS_007_VAR_031        IELTS_007                0.9251
IELTS_007_VAR_032        IELTS_007                0.9505
IELTS_007_VAR_033        IELTS_007                0.9267
IELTS_007_VAR_034        IELTS_007                0.9556
IELTS_007_VAR_035        IELTS_007                0.9486
IELTS_007_VAR_036        IELTS_007                0.8993
IELTS_007_VAR_037        IELTS_007                0.9149
IELTS_007_VAR_038        IELTS_007                0.9234
IELTS_007_VAR_039        IELTS_007                0.8929
IELTS_007_VAR_040        IELTS_007                0.9281
IELTS_007_VAR_041        IELTS_007                0.9217
IELTS_007_VAR_042        IELTS_007                0.9101
IELTS_007_VAR_043        IELTS_007                0.9149
IELTS_007_VAR_044        IELTS_007                0.9084
IELTS_007_VAR_045        IELTS_007                0.9101
IELTS_007_VAR_046        IELTS_007                0.9282
IELTS_007_VAR_047        IELTS_007                0.8813
IELTS_007_VAR_048        IELTS_007                0.9078
IELTS_007_VAR_049        IELTS_007                0.8916
IELTS_007_VAR_050        IELTS_007                0.9149
IELTS_007_VAR_051        IELTS_007                0.9265
IELTS_007_VAR_052        IELTS_007                0.9078
IELTS_007_VAR_053        IELTS_007                0.9021
IELTS_007_VAR_054        IELTS_007                0.9214
IELTS_007_VAR_055        IELTS_007                0.9149
IELTS_007_VAR_056        IELTS_007                0.9004
IELTS_007_VAR_057        IELTS_007                0.9348
IELTS_007_VAR_058        IELTS_007                0.8988
IELTS_007_VAR_059        IELTS_007                0.9040
IELTS_007_VAR_060        IELTS_007                0.9217
IELTS_007_VAR_061        IELTS_007                0.8883
IELTS_007_VAR_062        IELTS_007                0.9086
IELTS_007_VAR_063        IELTS_007                0.9081
IELTS_007_VAR_064        IELTS_007                0.9117
IELTS_007_VAR_065        IELTS_007                0.9004
IELTS_007_VAR_066        IELTS_007                0.9470
IELTS_007_VAR_067        IELTS_007                0.9199
IELTS_007_VAR_068        IELTS_007                0.8879
IELTS_007_VAR_069        IELTS_007                0.9109
IELTS_007_VAR_070        IELTS_007                0.9273
IELTS_007_VAR_071        IELTS_007                0.8787
IELTS_007_VAR_072        IELTS_007                0.8987
IELTS_007_VAR_073        IELTS_007                0.8791
IELTS_007_VAR_074        IELTS_007                0.8763
IELTS_007_VAR_075        IELTS_007                0.8973
IELTS_007_VAR_076        IELTS_007                0.8689
IELTS_007_VAR_077        IELTS_007                0.8574
IELTS_007_VAR_078        IELTS_007                0.8911
IELTS_007_VAR_079        IELTS_007                0.9016
IELTS_007_VAR_080        IELTS_007                0.8544
IELTS_007_VAR_081        IELTS_007                0.8873
IELTS_007_VAR_082        IELTS_007                0.8616
IELTS_007_VAR_083        IELTS_007                0.8732
IELTS_007_VAR_084        IELTS_007                0.8734
IELTS_007_VAR_085        IELTS_007                0.8610
IELTS_007_VAR_086        IELTS_007                0.8810
IELTS_007_VAR_087        IELTS_007                0.8676
IELTS_007_VAR_088        IELTS_007                0.9056
IELTS_007_VAR_089        IELTS_007                0.9009
IELTS_007_VAR_090        IELTS_007                0.8574
IELTS_007_VAR_091        IELTS_007                0.8651
IELTS_007_VAR_092        IELTS_007                0.8544
IELTS_007_VAR_093        IELTS_007                0.8790
IELTS_007_VAR_094        IELTS_007                0.8741
IELTS_007_VAR_095        IELTS_007                0.8852
IELTS_007_VAR_096        IELTS_007                0.9058
IELTS_007_VAR_097        IELTS_007                0.8534
IELTS_007_VAR_098        IELTS_007                0.8636
IELTS_007_VAR_099        IELTS_007                0.8676
IELTS_007_VAR_100        IELTS_007                0.8552
IELTS_008_VAR_001        IELTS_008                0.9392
IELTS_008_VAR_002        IELTS_008                0.9453
IELTS_008_VAR_003        IELTS_008                0.9597
IELTS_008_VAR_004        IELTS_008                0.9483
IELTS_008_VAR_005        IELTS_008                0.9566
IELTS_008_VAR_006        IELTS_008                0.9467
IELTS_008_VAR_007        IELTS_008                0.9900
IELTS_008_VAR_008        IELTS_008                0.9714
IELTS_008_VAR_009        IELTS_008                0.9352
IELTS_008_VAR_010        IELTS_008                0.9726
IELTS_008_VAR_011        IELTS_008                0.9570
IELTS_008_VAR_012        IELTS_008                0.9362
IELTS_008_VAR_013        IELTS_008                0.9546
IELTS_008_VAR_014        IELTS_008                0.9527
IELTS_008_VAR_015        IELTS_008                0.9631
IELTS_008_VAR_016        IELTS_008                0.9504
IELTS_008_VAR_017        IELTS_008                0.9321
IELTS_008_VAR_018        IELTS_008                0.9567
IELTS_008_VAR_019        IELTS_008                0.9442
IELTS_008_VAR_020        IELTS_008                0.9619
IELTS_008_VAR_021        IELTS_008                0.9483
IELTS_008_VAR_022        IELTS_008                0.9672
IELTS_008_VAR_023        IELTS_008                0.9545
IELTS_008_VAR_024        IELTS_008                0.9534
IELTS_008_VAR_025        IELTS_008                0.9714
IELTS_008_VAR_026        IELTS_008                0.9464
IELTS_008_VAR_027        IELTS_008                0.9544
IELTS_008_VAR_028        IELTS_008                0.9663
IELTS_008_VAR_029        IELTS_008                0.9780
IELTS_008_VAR_030        IELTS_008                0.9747
IELTS_008_VAR_031        IELTS_008                0.9587
IELTS_008_VAR_032        IELTS_008                0.9485
IELTS_008_VAR_033        IELTS_008                0.9739
IELTS_008_VAR_034        IELTS_008                0.9451
IELTS_008_VAR_035        IELTS_008                0.9486
IELTS_008_VAR_036        IELTS_008                0.9229
IELTS_008_VAR_037        IELTS_008                0.9249
IELTS_008_VAR_038        IELTS_008                0.9141
IELTS_008_VAR_039        IELTS_008                0.9311
IELTS_008_VAR_040        IELTS_008                0.8966
IELTS_008_VAR_041        IELTS_008                0.9226
IELTS_008_VAR_042        IELTS_008                0.9280
IELTS_008_VAR_043        IELTS_008                0.8912
IELTS_008_VAR_044        IELTS_008                0.9198
IELTS_008_VAR_045        IELTS_008                0.9086
IELTS_008_VAR_046        IELTS_008                0.9169
IELTS_008_VAR_047        IELTS_008                0.9222
IELTS_008_VAR_048        IELTS_008                0.9342
IELTS_008_VAR_049        IELTS_008                0.9005
IELTS_008_VAR_050        IELTS_008                0.9179
IELTS_008_VAR_051        IELTS_008                0.8854
IELTS_008_VAR_052        IELTS_008                0.8961
IELTS_008_VAR_053        IELTS_008                0.8984
IELTS_008_VAR_054        IELTS_008                0.9130
IELTS_008_VAR_055        IELTS_008                0.9099
IELTS_008_VAR_056        IELTS_008                0.8856
IELTS_008_VAR_057        IELTS_008                0.8951
IELTS_008_VAR_058        IELTS_008                0.9006
IELTS_008_VAR_059        IELTS_008                0.8914
IELTS_008_VAR_060        IELTS_008                0.9154
IELTS_008_VAR_061        IELTS_008                0.9241
IELTS_008_VAR_062        IELTS_008                0.9228
IELTS_008_VAR_063        IELTS_008                0.9122
IELTS_008_VAR_064        IELTS_008                0.9156
IELTS_008_VAR_065        IELTS_008                0.9155
IELTS_008_VAR_066        IELTS_008                0.9120
IELTS_008_VAR_067        IELTS_008                0.8920
IELTS_008_VAR_068        IELTS_008                0.9271
IELTS_008_VAR_069        IELTS_008                0.9071
IELTS_008_VAR_070        IELTS_008                0.8943
IELTS_008_VAR_071        IELTS_008                0.8580
IELTS_008_VAR_072        IELTS_008                0.8768
IELTS_008_VAR_073        IELTS_008                0.8574
IELTS_008_VAR_074        IELTS_008                0.9101
IELTS_008_VAR_075        IELTS_008                0.8693
IELTS_008_VAR_076        IELTS_008                0.8640
IELTS_008_VAR_077        IELTS_008                0.8649
IELTS_008_VAR_078        IELTS_008                0.8567
IELTS_008_VAR_079        IELTS_008                0.8766
IELTS_008_VAR_080        IELTS_008                0.8731
IELTS_008_VAR_081        IELTS_008                0.8755
IELTS_008_VAR_082        IELTS_008                0.8708
IELTS_008_VAR_083        IELTS_008                0.8710
IELTS_008_VAR_084        IELTS_008                0.8898
IELTS_008_VAR_085        IELTS_008                0.9011
IELTS_008_VAR_086        IELTS_008                0.8628
IELTS_008_VAR_087        IELTS_008                0.8837
IELTS_008_VAR_088        IELTS_008                0.8686
IELTS_008_VAR_089        IELTS_008                0.8871
